Source,Source City,Source Country,Target,Target City,Target Country,Weight,TimeSeries,Lat ,Lon
MCO,Orlando,USA,MSY,New Orleans,USA,19591,200307,28.429444,-81.308889
MCO,Orlando,USA,PVD,Providence,USA,16851,200307,28.429444,-81.308889
MCO,Orlando,USA,SAT,San Antonio,USA,4247,200307,28.429444,-81.308889
MDW,Chicago,USA,FLL,Fort Lauderdale,USA,8494,200307,41.783333,-87.75
RNO,Reno,USA,LAX,Los Angeles,USA,4148,200307,39.52997601,-119.8200096
SAN,San Diego,USA,ELP,El Paso,USA,4247,200307,32.733333,-117.183333
SAN,San Diego,USA,LAS,Las Vegas,USA,48498,200307,32.733333,-117.183333
MSY,New Orleans,USA,BNA,Nashville,USA,11645,200307,29.993333,-90.258056
MSY,New Orleans,USA,MCO,Orlando,USA,20687,200307,29.993333,-90.258056
OAK,Oakland,USA,SNA,Santa Ana,USA,7809,200307,37.716667,-122.216667
PDX,Portland (US) OR,USA,SLC,Salt Lake City,USA,7809,200307,45.588611,-122.5975
SJC,San Jose (US),USA,BUR,Burbank,USA,11224,200307,37.352778,-121.919444
SJC,San Jose (US),USA,PDX,Portland (US) OR,USA,4247,200307,37.352778,-121.919444
SMF,Sacramento,USA,LAX,Los Angeles,USA,122,200307,38.7,-121.616667
STL,St Louis,USA,HOU,Houston,USA,27674,200307,38.748611,-90.37
STL,St Louis,USA,OKC,Oklahoma City,USA,4110,200307,38.748611,-90.37
PHX,Phoenix,USA,ABQ,Albuquerque,USA,10126,200307,33.433333,-112.033333
PHX,Phoenix,USA,SMF,Sacramento,USA,488,200307,33.433333,-112.033333
PVD,Providence,USA,MCO,Orlando,USA,16851,200307,41.82110231,-71.4149797
RDU,Raleigh/Durham,USA,MCI,Kansas City,USA,4247,200307,35.877778,-78.7875
SAN,San Diego,USA,HOU,Houston,USA,548,200307,32.733333,-117.183333
TPA,Tampa,USA,MHT,Manchester (US),USA,8494,200307,27.975556,-82.533056
SAT,San Antonio,USA,MCO,Orlando,USA,4247,200307,29.533333,-98.466667
SLC,Salt Lake City,USA,PDX,Portland (US) OR,USA,7809,200307,40.7750163,-111.9300519
SNA,Santa Ana,USA,OAK,Oakland,USA,8494,200307,33.7,-117.9
ABQ,Albuquerque,USA,HOU,Houston,USA,8494,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,OAK,Oakland,USA,8357,200307,35.10497479,-106.6413308
TPA,Tampa,USA,BDL,Hartford,USA,4247,200307,27.975556,-82.533056
AUS,Austin,USA,MAF,Midland/odessa,USA,3172,200307,30.194444,-97.67
BHM,Birmingham (US),USA,BNA,Nashville,USA,7398,200307,52.47497398,-70
BNA,Nashville,USA,BHM,Birmingham (US),USA,11508,200307,36.16997438,-86.77998499
BUF,Buffalo,USA,PHX,Phoenix,USA,4247,200307,42.87997825,-78.88000208
BUR,Burbank,USA,OAK,Oakland,USA,16470,200307,34.2,-118.35
CMH,Columbus (US) OH,USA,MDW,Chicago,USA,16166,200307,40,-82.883333
DAL,Dallas/Fort Worth,USA,MSY,New Orleans,USA,13542,200307,32.852778,-96.85
FLL,Fort Lauderdale,USA,TPA,Tampa,USA,3660,200307,26.0725,-80.152778
HOU,Houston,USA,ABQ,Albuquerque,USA,8494,200307,29.645556,-95.278889
LAS,Las Vegas,USA,RNO,Reno,USA,43566,200307,36.083333,-115.166667
LAX,Los Angeles,USA,OAK,Oakland,USA,7686,200307,33.9425,-118.407222
LIT,Little Rock,USA,PHX,Phoenix,USA,4247,200307,34.73608258,-92.33109318
MAF,Midland/odessa,USA,AUS,Austin,USA,3294,200307,31.9425,-102.201944
MDW,Chicago,USA,CMH,Columbus (US) OH,USA,19728,200307,41.783333,-87.75
MSY,New Orleans,USA,DAL,Dallas/Fort Worth,USA,18300,200307,29.993333,-90.258056
OAK,Oakland,USA,ABQ,Albuquerque,USA,8494,200307,37.716667,-122.216667
OAK,Oakland,USA,BUR,Burbank,USA,10248,200307,37.716667,-122.216667
OAK,Oakland,USA,LAX,Los Angeles,USA,10614,200307,37.716667,-122.216667
ONT,Ontario,USA,PHX,Phoenix,USA,14030,200307,44.02662661,-116.9618895
PHX,Phoenix,USA,BUF,Buffalo,USA,4247,200307,33.433333,-112.033333
PHX,Phoenix,USA,HOU,Houston,USA,488,200307,33.433333,-112.033333
PHX,Phoenix,USA,LIT,Little Rock,USA,4247,200307,33.433333,-112.033333
PHX,Phoenix,USA,ONT,Ontario,USA,4026,200307,33.433333,-112.033333
PHX,Phoenix,USA,RDU,Raleigh/Durham,USA,8357,200307,33.433333,-112.033333
RDU,Raleigh/Durham,USA,PHX,Phoenix,USA,8357,200307,35.877778,-78.7875
RNO,Reno,USA,LAS,Las Vegas,USA,35620,200307,39.52997601,-119.8200096
STL,St Louis,USA,LIT,Little Rock,USA,3172,200307,38.748611,-90.37
ABQ,Albuquerque,USA,MAF,Midland/odessa,USA,4247,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,PDX,Portland (US) OR,USA,4247,200307,35.10497479,-106.6413308
AUS,Austin,USA,ELP,El Paso,USA,10960,200307,30.194444,-97.67
BNA,Nashville,USA,SEA,Seattle,USA,4247,200307,36.16997438,-86.77998499
BUR,Burbank,USA,PHX,Phoenix,USA,122,200307,34.2,-118.35
BWI,Baltimore,USA,MHT,Manchester (US),USA,41374,200307,39.175278,-76.668333
BWI,Baltimore,USA,SAT,San Antonio,USA,8220,200307,39.175278,-76.668333
CLE,Cleveland,USA,STL,St Louis,USA,366,200307,41.416667,-81.85
CMH,Columbus (US) OH,USA,STL,St Louis,USA,7809,200307,40,-82.883333
DAL,Dallas/Fort Worth,USA,SAT,San Antonio,USA,7535,200307,32.852778,-96.85
ELP,El Paso,USA,AUS,Austin,USA,11097,200307,31.8,-106.383333
ELP,El Paso,USA,LAS,Las Vegas,USA,8494,200307,31.8,-106.383333
GEG,Spokane,USA,PDX,Portland (US) OR,USA,15618,200307,47.619722,-117.533889
HOU,Houston,USA,MAF,Midland/odessa,USA,6710,200307,29.645556,-95.278889
HOU,Houston,USA,MCO,Orlando,USA,4795,200307,29.645556,-95.278889
HOU,Houston,USA,OKC,Oklahoma City,USA,3782,200307,29.645556,-95.278889
ISP,Long Island Macarthur,USA,MCO,Orlando,USA,12741,200307,40.795278,-73.100278
LAS,Las Vegas,USA,ELP,El Paso,USA,4932,200307,36.083333,-115.166667
LAS,Las Vegas,USA,LAX,Los Angeles,USA,3782,200307,36.083333,-115.166667
LAS,Las Vegas,USA,OAK,Oakland,USA,3782,200307,36.083333,-115.166667
LAS,Las Vegas,USA,SLC,Salt Lake City,USA,32195,200307,36.083333,-115.166667
LAS,Las Vegas,USA,SMF,Sacramento,USA,122,200307,36.083333,-115.166667
LAS,Las Vegas,USA,TUS,Tucson,USA,12604,200307,36.083333,-115.166667
LAX,Los Angeles,USA,LAS,Las Vegas,USA,4270,200307,33.9425,-118.407222
MAF,Midland/odessa,USA,ABQ,Albuquerque,USA,274,200307,31.9425,-102.201944
MCO,Orlando,USA,HOU,Houston,USA,4795,200307,28.429444,-81.308889
MCO,Orlando,USA,ISP,Long Island Macarthur,USA,12741,200307,28.429444,-81.308889
MDW,Chicago,USA,PHX,Phoenix,USA,16851,200307,41.783333,-87.75
MHT,Manchester (US),USA,BWI,Baltimore,USA,41511,200307,42.9325,-71.435556
OAK,Oakland,USA,PDX,Portland (US) OR,USA,19728,200307,37.716667,-122.216667
OKC,Oklahoma City,USA,HOU,Houston,USA,10370,200307,35.393056,-97.600833
ONT,Ontario,USA,SJC,San Jose (US),USA,24523,200307,44.02662661,-116.9618895
PDX,Portland (US) OR,USA,ABQ,Albuquerque,USA,4247,200307,45.588611,-122.5975
PDX,Portland (US) OR,USA,GEG,Spokane,USA,15755,200307,45.588611,-122.5975
PDX,Portland (US) OR,USA,OAK,Oakland,USA,23838,200307,45.588611,-122.5975
PHX,Phoenix,USA,BUR,Burbank,USA,12810,200307,33.433333,-112.033333
PHX,Phoenix,USA,MDW,Chicago,USA,13289,200307,33.433333,-112.033333
PHX,Phoenix,USA,OMA,Omaha,USA,3660,200307,33.433333,-112.033333
SAT,San Antonio,USA,BWI,Baltimore,USA,8357,200307,29.533333,-98.466667
SAT,San Antonio,USA,DAL,Dallas/Fort Worth,USA,19454,200307,29.533333,-98.466667
SEA,Seattle,USA,BNA,Nashville,USA,4247,200307,47.448889,-122.309444
SJC,San Jose (US),USA,ONT,Ontario,USA,20276,200307,37.352778,-121.919444
SLC,Salt Lake City,USA,BOI,Boise,USA,488,200307,40.7750163,-111.9300519
SLC,Salt Lake City,USA,LAS,Las Vegas,USA,32469,200307,40.7750163,-111.9300519
STL,St Louis,USA,CMH,Columbus (US) OH,USA,7809,200307,38.748611,-90.37
TUS,Tucson,USA,LAS,Las Vegas,USA,12604,200307,32.116111,-110.941111
ABQ,Albuquerque,USA,ELP,El Paso,USA,9882,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,LAS,Las Vegas,USA,20002,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,LAX,Los Angeles,USA,24112,200307,35.10497479,-106.6413308
BNA,Nashville,USA,DTW,Detroit,USA,11508,200307,36.16997438,-86.77998499
BNA,Nashville,USA,JAX,Jacksonville (US) FL,USA,6710,200307,36.16997438,-86.77998499
BNA,Nashville,USA,SAN,San Diego,USA,8494,200307,36.16997438,-86.77998499
BWI,Baltimore,USA,JAX,Jacksonville (US) FL,USA,12604,200307,39.175278,-76.668333
BWI,Baltimore,USA,SJC,San Jose (US),USA,4247,200307,39.175278,-76.668333
DAL,Dallas/Fort Worth,USA,LIT,Little Rock,USA,13420,200307,32.852778,-96.85
DAL,Dallas/Fort Worth,USA,MAF,Midland/odessa,USA,13908,200307,32.852778,-96.85
DAL,Dallas/Fort Worth,USA,TUL,Tulsa,USA,27206,200307,32.852778,-96.85
DTW,Detroit,USA,BNA,Nashville,USA,11371,200307,42.2125,-83.353333
ELP,El Paso,USA,ABQ,Albuquerque,USA,3660,200307,31.8,-106.383333
ELP,El Paso,USA,PHX,Phoenix,USA,3172,200307,31.8,-106.383333
JAX,Jacksonville (US) FL,USA,BWI,Baltimore,USA,12604,200307,30.416667,-81.633333
LAS,Las Vegas,USA,ABQ,Albuquerque,USA,20276,200307,36.083333,-115.166667
LAS,Las Vegas,USA,PHX,Phoenix,USA,7808,200307,36.083333,-115.166667
LAX,Los Angeles,USA,ABQ,Albuquerque,USA,23290,200307,33.9425,-118.407222
LIT,Little Rock,USA,DAL,Dallas/Fort Worth,USA,16592,200307,34.73608258,-92.33109318
MAF,Midland/odessa,USA,DAL,Dallas/Fort Worth,USA,13786,200307,31.9425,-102.201944
MCI,Kansas City,USA,TUL,Tulsa,USA,3172,200307,39.291667,-94.730556
MCO,Orlando,USA,OKC,Oklahoma City,USA,548,200307,28.429444,-81.308889
MDW,Chicago,USA,STL,St Louis,USA,6222,200307,41.783333,-87.75
OKC,Oklahoma City,USA,MCO,Orlando,USA,548,200307,35.393056,-97.600833
PHX,Phoenix,USA,ELP,El Paso,USA,3172,200307,33.433333,-112.033333
PHX,Phoenix,USA,LAS,Las Vegas,USA,6710,200307,33.433333,-112.033333
PHX,Phoenix,USA,SAN,San Diego,USA,50690,200307,33.433333,-112.033333
PHX,Phoenix,USA,SNA,Santa Ana,USA,3660,200307,33.433333,-112.033333
RNO,Reno,USA,SLC,Salt Lake City,USA,8494,200307,39.52997601,-119.8200096
SAN,San Diego,USA,BNA,Nashville,USA,8494,200307,32.733333,-117.183333
SAN,San Diego,USA,PHX,Phoenix,USA,41100,200307,32.733333,-117.183333
SJC,San Jose (US),USA,BWI,Baltimore,USA,4247,200307,37.352778,-121.919444
SLC,Salt Lake City,USA,RNO,Reno,USA,8083,200307,40.7750163,-111.9300519
SMF,Sacramento,USA,SNA,Santa Ana,USA,16851,200307,38.7,-121.616667
SNA,Santa Ana,USA,PHX,Phoenix,USA,7198,200307,33.7,-117.9
SNA,Santa Ana,USA,SMF,Sacramento,USA,16714,200307,33.7,-117.9
BDL,Hartford,USA,FLL,Fort Lauderdale,USA,548,200307,41.938889,-72.683333
STL,St Louis,USA,MDW,Chicago,USA,366,200307,38.748611,-90.37
STL,St Louis,USA,OKC,Oklahoma City,USA,3294,200307,38.748611,-90.37
TUL,Tulsa,USA,DAL,Dallas/Fort Worth,USA,24400,200307,36.198333,-95.888056
TUL,Tulsa,USA,MCI,Kansas City,USA,3538,200307,36.198333,-95.888056
BHM,Birmingham (US),USA,SDF,Louisville,USA,3538,200307,52.47497398,-70
BNA,Nashville,USA,MCI,Kansas City,USA,3660,200307,36.16997438,-86.77998499
BNA,Nashville,USA,PBI,West Palm Beach,USA,4247,200307,36.16997438,-86.77998499
BNA,Nashville,USA,RDU,Raleigh/Durham,USA,19865,200307,36.16997438,-86.77998499
BWI,Baltimore,USA,ISP,Long Island Macarthur,USA,36031,200307,39.175278,-76.668333
DAL,Dallas/Fort Worth,USA,IAH,Houston,USA,19886,200307,32.852778,-96.85
FLL,Fort Lauderdale,USA,BDL,Hartford,USA,548,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,MCO,Orlando,USA,4148,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,TPA,Tampa,USA,37401,200307,26.0725,-80.152778
HOU,Houston,USA,LAX,Los Angeles,USA,4795,200307,29.645556,-95.278889
HOU,Houston,USA,PHX,Phoenix,USA,20550,200307,29.645556,-95.278889
HOU,Houston,USA,STL,St Louis,USA,3172,200307,29.645556,-95.278889
HRL,Harlingen,USA,SAT,San Antonio,USA,4270,200307,26.19755983,-97.69019759
IAH,Houston,USA,DAL,Dallas/Fort Worth,USA,19886,200307,29.984444,-95.341389
IND,Indianapolis,USA,LAS,Las Vegas,USA,4247,200307,39.74998842,-86.17004806
ISP,Long Island Macarthur,USA,BWI,Baltimore,USA,36168,200307,40.795278,-73.100278
LAS,Las Vegas,USA,IND,Indianapolis,USA,4247,200307,36.083333,-115.166667
LAS,Las Vegas,USA,SAN,San Diego,USA,3660,200307,36.083333,-115.166667
LAS,Las Vegas,USA,SDF,Louisville,USA,4247,200307,36.083333,-115.166667
LAS,Las Vegas,USA,SJC,San Jose (US),USA,6222,200307,36.083333,-115.166667
LAX,Los Angeles,USA,HOU,Houston,USA,4795,200307,33.9425,-118.407222
ABQ,Albuquerque,USA,MCO,Orlando,USA,8357,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,SEA,Seattle,USA,4247,200307,35.10497479,-106.6413308
ABQ,Albuquerque,USA,TUS,Tucson,USA,8357,200307,35.10497479,-106.6413308
LAX,Los Angeles,USA,OAK,Oakland,USA,78501,200307,33.9425,-118.407222
LBB,Lubbock,USA,AUS,Austin,USA,3782,200307,33.666667,-101.833333
MCI,Kansas City,USA,BNA,Nashville,USA,488,200307,39.291667,-94.730556
MCI,Kansas City,USA,LAS,Las Vegas,USA,366,200307,39.291667,-94.730556
MCI,Kansas City,USA,OKC,Oklahoma City,USA,10248,200307,39.291667,-94.730556
MCI,Kansas City,USA,SEA,Seattle,USA,4247,200307,39.291667,-94.730556
MCO,Orlando,USA,FLL,Fort Lauderdale,USA,4636,200307,28.429444,-81.308889
BNA,Nashville,USA,LAS,Las Vegas,USA,12604,200307,36.16997438,-86.77998499
BNA,Nashville,USA,MDW,Chicago,USA,27674,200307,36.16997438,-86.77998499
BOI,Boise,USA,RNO,Reno,USA,4148,200307,43.60859011,-116.2274899
MSY,New Orleans,USA,OAK,Oakland,USA,4247,200307,29.993333,-90.258056
OAK,Oakland,USA,LAX,Los Angeles,USA,75350,200307,37.716667,-122.216667
OAK,Oakland,USA,MSY,New Orleans,USA,4247,200307,37.716667,-122.216667
BWI,Baltimore,USA,IND,Indianapolis,USA,12056,200307,39.175278,-76.668333
BWI,Baltimore,USA,MDW,Chicago,USA,3050,200307,39.175278,-76.668333
CMH,Columbus (US) OH,USA,TPA,Tampa,USA,8494,200307,40,-82.883333
OAK,Oakland,USA,SLC,Salt Lake City,USA,488,200307,37.716667,-122.216667
OKC,Oklahoma City,USA,MCI,Kansas City,USA,4026,200307,35.393056,-97.600833
PBI,West Palm Beach,USA,BNA,Nashville,USA,4247,200307,26.683056,-80.095556
PHX,Phoenix,USA,HOU,Houston,USA,23564,200307,33.433333,-112.033333
DTW,Detroit,USA,PHX,Phoenix,USA,8494,200307,42.2125,-83.353333
FLL,Fort Lauderdale,USA,MCO,Orlando,USA,27263,200307,26.0725,-80.152778
HOU,Houston,USA,SAT,San Antonio,USA,16958,200307,29.645556,-95.278889
PHX,Phoenix,USA,TPA,Tampa,USA,4247,200307,33.433333,-112.033333
PHX,Phoenix,USA,TUL,Tulsa,USA,12056,200307,33.433333,-112.033333
RDU,Raleigh/Durham,USA,BNA,Nashville,USA,19865,200307,35.877778,-78.7875
RDU,Raleigh/Durham,USA,TPA,Tampa,USA,8494,200307,35.877778,-78.7875
SAN,San Diego,USA,LAS,Las Vegas,USA,122,200307,32.733333,-117.183333
SAT,San Antonio,USA,HRL,Harlingen,USA,7320,200307,29.533333,-98.466667
IND,Indianapolis,USA,BWI,Baltimore,USA,12056,200307,39.74998842,-86.17004806
JAX,Jacksonville (US) FL,USA,ORF,Norfolk,USA,8357,200307,30.416667,-81.633333
LAS,Las Vegas,USA,BNA,Nashville,USA,12604,200307,36.083333,-115.166667
SDF,Louisville,USA,LAS,Las Vegas,USA,4247,200307,38.174444,-85.736111
SDF,Louisville,USA,STL,St Louis,USA,15481,200307,38.174444,-85.736111
SEA,Seattle,USA,MCI,Kansas City,USA,4247,200307,47.448889,-122.309444
SEA,Seattle,USA,SJC,San Jose (US),USA,9042,200307,47.448889,-122.309444
SJC,San Jose (US),USA,LAS,Las Vegas,USA,5978,200307,37.352778,-121.919444
SJC,San Jose (US),USA,SEA,Seattle,USA,9042,200307,37.352778,-121.919444
SJC,San Jose (US),USA,SNA,Santa Ana,USA,4384,200307,37.352778,-121.919444
SNA,Santa Ana,USA,SJC,San Jose (US),USA,4247,200307,33.7,-117.9
LAX,Los Angeles,USA,SJC,San Jose (US),USA,14030,200307,33.9425,-118.407222
MCI,Kansas City,USA,MHT,Manchester (US),USA,4247,200307,39.291667,-94.730556
STL,St Louis,USA,SDF,Louisville,USA,15070,200307,38.748611,-90.37
TPA,Tampa,USA,FLL,Fort Lauderdale,USA,41511,200307,27.975556,-82.533056
TPA,Tampa,USA,PHX,Phoenix,USA,4247,200307,27.975556,-82.533056
TPA,Tampa,USA,RDU,Raleigh/Durham,USA,8494,200307,27.975556,-82.533056
TUL,Tulsa,USA,PHX,Phoenix,USA,9042,200307,36.198333,-95.888056
MCO,Orlando,USA,ABQ,Albuquerque,USA,8494,200307,28.429444,-81.308889
MCO,Orlando,USA,FLL,Fort Lauderdale,USA,26578,200307,28.429444,-81.308889
MDW,Chicago,USA,BNA,Nashville,USA,19317,200307,41.783333,-87.75
MDW,Chicago,USA,BWI,Baltimore,USA,366,200307,41.783333,-87.75
MHT,Manchester (US),USA,MCI,Kansas City,USA,4247,200307,42.9325,-71.435556
MSY,New Orleans,USA,TPA,Tampa,USA,24797,200307,29.993333,-90.258056
OAK,Oakland,USA,PDX,Portland (US) OR,USA,4270,200307,37.716667,-122.216667
OAK,Oakland,USA,RNO,Reno,USA,12741,200307,37.716667,-122.216667
ORF,Norfolk,USA,JAX,Jacksonville (US) FL,USA,8357,200307,36.9,-76.2
PDX,Portland (US) OR,USA,OAK,Oakland,USA,244,200307,45.588611,-122.5975
PHX,Phoenix,USA,DTW,Detroit,USA,8494,200307,33.433333,-112.033333
PHX,Phoenix,USA,SNA,Santa Ana,USA,15207,200307,33.433333,-112.033333
RNO,Reno,USA,BOI,Boise,USA,4148,200307,39.52997601,-119.8200096
RNO,Reno,USA,OAK,Oakland,USA,19728,200307,39.52997601,-119.8200096
SAT,San Antonio,USA,HOU,Houston,USA,24644,200307,29.533333,-98.466667
SEA,Seattle,USA,ABQ,Albuquerque,USA,4247,200307,47.448889,-122.309444
SJC,San Jose (US),USA,LAX,Los Angeles,USA,13298,200307,37.352778,-121.919444
SNA,Santa Ana,USA,PHX,Phoenix,USA,11919,200307,33.7,-117.9
TPA,Tampa,USA,CMH,Columbus (US) OH,USA,4932,200307,27.975556,-82.533056
TPA,Tampa,USA,MSY,New Orleans,USA,23701,200307,27.975556,-82.533056
TUS,Tucson,USA,ABQ,Albuquerque,USA,8357,200307,32.116111,-110.941111
HNL,Honolulu,USA,OGG,Kahului,USA,1147,200307,21.30687644,-157.8579979
OGG,Kahului,USA,HNL,Honolulu,USA,1147,200307,20.898611,-156.430556
SYD,Sydney (AU),Australia,AKL,Auckland,New Zealand,740,200307,-33.946111,151.177222
SYD,Sydney (AU),Australia,TBU,Nuku'alofa,Tonga,925,200307,-33.946111,151.177222
CWL,Cardiff,United Kingdom,MUC,Munich,Germany,2358,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,ALC,Alicante,Spain,4588,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,AMS,Amsterdam,Netherlands,592,200307,52.831111,-1.328056
CWL,Cardiff,United Kingdom,JER,Jersey,United Kingdom,4061,200307,51.4,-3.35
JER,Jersey,United Kingdom,CWL,Cardiff,United Kingdom,4061,200307,49.208056,-2.195556
CWL,Cardiff,United Kingdom,TLS,Toulouse,France,524,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,AMS,Amsterdam,Netherlands,6550,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,CDG,Paris,France,7598,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,DUB,Dublin,Ireland Republic of,4588,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,PMI,Palma de Mallorca,Spain,1924,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,BGY,Milan,Italy,3275,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,IBZ,Ibiza,Spain,4061,200307,52.831111,-1.328056
CWL,Cardiff,United Kingdom,PIK,Glasgow (GB),United Kingdom,1048,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,ORK,Cork,Ireland Republic of,2227,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,PSA,Florence (IT),Italy,524,200307,52.831111,-1.328056
PIK,Glasgow (GB),United Kingdom,CWL,Cardiff,United Kingdom,1048,200307,55.509444,-4.586667
BFS,Belfast,United Kingdom,EMA,Nottingham,United Kingdom,3404,200307,54.590833,-5.916667
CWL,Cardiff,United Kingdom,ALC,Alicante,Spain,4061,200307,51.4,-3.35
EDI,Edinburgh,United Kingdom,EMA,Nottingham,United Kingdom,5476,200307,55.94832786,-3.219090618
EMA,Nottingham,United Kingdom,BFS,Belfast,United Kingdom,3404,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,EDI,Edinburgh,United Kingdom,5476,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,FAO,Faro,Portugal,592,200307,52.831111,-1.328056
MAN,Manchester (GB),United Kingdom,ALC,Alicante,Spain,4588,200307,53.35,-2.266667
BFS,Belfast,United Kingdom,CWL,Cardiff,United Kingdom,4061,200307,54.590833,-5.916667
CWL,Cardiff,United Kingdom,AGP,Malaga,Spain,4061,200307,51.4,-3.35
CWL,Cardiff,United Kingdom,BFS,Belfast,United Kingdom,4061,200307,51.4,-3.35
CWL,Cardiff,United Kingdom,BGY,Milan,Italy,2751,200307,51.4,-3.35
CWL,Cardiff,United Kingdom,CDG,Paris,France,6550,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,AGP,Malaga,Spain,4588,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,DUB,Dublin,Ireland Republic of,6550,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,GLA,Glasgow (GB),United Kingdom,8584,200307,52.831111,-1.328056
GLA,Glasgow (GB),United Kingdom,EMA,Nottingham,United Kingdom,8584,200307,55.871944,-4.433056
CWL,Cardiff,United Kingdom,EDI,Edinburgh,United Kingdom,7598,200307,51.4,-3.35
EDI,Edinburgh,United Kingdom,CWL,Cardiff,United Kingdom,7598,200307,55.94832786,-3.219090618
CWL,Cardiff,United Kingdom,GLA,Glasgow (GB),United Kingdom,6026,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,PRG,Prague,Czech Republic,3537,200307,52.831111,-1.328056
GLA,Glasgow (GB),United Kingdom,CWL,Cardiff,United Kingdom,6026,200307,55.871944,-4.433056
EMA,Nottingham,United Kingdom,MJV,Murcia,Spain,524,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,PMI,Palma de Mallorca,Spain,2358,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,BCN,Barcelona (ES),Spain,4061,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,BRU,Brussels,Belgium,7074,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,TLS,Toulouse,France,592,200307,52.831111,-1.328056
MAN,Manchester (GB),United Kingdom,MJV,Murcia,Spain,592,200307,53.35,-2.266667
MAN,Manchester (GB),United Kingdom,ORK,Cork,Ireland Republic of,4588,200307,53.35,-2.266667
EDI,Edinburgh,United Kingdom,EMA,Nottingham,United Kingdom,5764,200307,55.94832786,-3.219090618
EMA,Nottingham,United Kingdom,AGP,Malaga,Spain,524,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,EDI,Edinburgh,United Kingdom,5764,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,MJV,Murcia,Spain,3996,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,MUC,Munich,Germany,3013,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,PRG,Prague,Czech Republic,592,200307,52.831111,-1.328056
CWL,Cardiff,United Kingdom,PMI,Palma de Mallorca,Spain,4061,200307,51.4,-3.35
EMA,Nottingham,United Kingdom,ORK,Cork,Ireland Republic of,2072,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,PSA,Florence (IT),Italy,3996,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,NCE,Nice,France,592,200307,52.831111,-1.328056
MAN,Manchester (GB),United Kingdom,PMI,Palma de Mallorca,Spain,4588,200307,53.35,-2.266667
BFS,Belfast,United Kingdom,EMA,Nottingham,United Kingdom,5895,200307,54.590833,-5.916667
BFS,Belfast,United Kingdom,MAN,Manchester (GB),United Kingdom,11988,200307,54.590833,-5.916667
EMA,Nottingham,United Kingdom,BFS,Belfast,United Kingdom,5895,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,JER,Jersey,United Kingdom,4061,200307,52.831111,-1.328056
EMA,Nottingham,United Kingdom,NCE,Nice,France,3537,200307,52.831111,-1.328056
JER,Jersey,United Kingdom,EMA,Nottingham,United Kingdom,4061,200307,49.208056,-2.195556
MAN,Manchester (GB),United Kingdom,AGP,Malaga,Spain,4588,200307,53.35,-2.266667
MAN,Manchester (GB),United Kingdom,BFS,Belfast,United Kingdom,11988,200307,53.35,-2.266667
MAN,Manchester (GB),United Kingdom,CGN,Cologne/Bonn,Germany,8928,200307,53.35,-2.266667
MDG,Mudanjiang,China,VVO,Vladivostok,Russian Federation,1476,200307,44.6,129.5
HRB,Harbin,China,VVO,Vladivostok,Russian Federation,1476,200307,45.74998395,126.6499849
ABR,Aberdeen (US),USA,ATY,Watertown (US) SD,USA,782,200307,45.45,-98.433333
ATY,Watertown (US) SD,USA,ABR,Aberdeen (US),USA,782,200307,44.916667,-97.15
MIA,Miami,USA,UIO,Quito,Ecuador,7130,200307,25.783333,-80.266667
JFK,New York,USA,UIO,Quito,Ecuador,2070,200307,40.633333,-73.783333
JFK,New York,USA,GYE,Guayaquil,Ecuador,5060,200307,40.633333,-73.783333
GET,Geraldton (AU),Australia,PER,Perth,Australia,4300,200307,-28.77,114.61
