Source,Source City,Source Country,Target,Target City,Target Country,Weight,TimeSeries,Lat ,Lon
SOV,Seldovia,USA,KEB,Nanwalek,USA,144,200307,59.45,-151.7
HOM,Homer,USA,SOV,Seldovia,USA,184,200307,59.64293439,-151.5482797
SOV,Seldovia,USA,HOM,Homer,USA,40,200307,59.45,-151.7
PGM,Port Graham,USA,HOM,Homer,USA,144,200307,59.35,-151.833333
KEB,Nanwalek,USA,PGM,Port Graham,USA,144,200307,59.366667,-151.916667
AET,Allakaket,USA,AKP,Anaktuvuk Pass,USA,36,200307,66.56548342,-152.6454995
ANC,Anchorage,USA,GAL,Galena,USA,513,200307,61.174444,-149.996389
ANI,Aniak,USA,SHX,Shageluk,USA,243,200307,61.5787077,-159.5221857
BTI,Barter Island,USA,FAI,Fairbanks,USA,513,200307,70.133333,-143.633333
BTI,Barter Island,USA,SCC,Prudhoe Bay/Deadhorse,USA,513,200307,70.133333,-143.633333
FAI,Fairbanks,USA,BTI,Barter Island,USA,513,200307,64.816667,-147.866667
ANI,Aniak,USA,RSH,Russian Mission,USA,243,200307,61.5787077,-159.5221857
ANC,Anchorage,USA,ANI,Aniak,USA,1102,200307,61.174444,-149.996389
ANI,Aniak,USA,ANC,Anchorage,USA,589,200307,61.5787077,-159.5221857
ANI,Aniak,USA,HCR,Holy Cross,USA,522,200307,61.5787077,-159.5221857
ANI,Aniak,USA,BET,Bethel,USA,513,200307,61.5787077,-159.5221857
GAL,Galena,USA,ANC,Anchorage,USA,513,200307,64.73329551,-156.9269953
SHX,Shageluk,USA,ANI,Aniak,USA,522,200307,62.633333,-159.583333
AET,Allakaket,USA,FAI,Fairbanks,USA,90,200307,66.56548342,-152.6454995
AIN,Wainwright,USA,BRW,Barrow,USA,243,200307,70.63688865,-160.0383041
ANI,Aniak,USA,KLG,Kalskag,USA,243,200307,61.5787077,-159.5221857
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,950,200307,64.816667,-147.866667
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,950,200307,66.56468243,-145.2737789
ANC,Anchorage,USA,DLG,Dillingham,USA,589,200307,61.174444,-149.996389
DLG,Dillingham,USA,ANC,Anchorage,USA,589,200307,59.05656031,-158.4803121
GAL,Galena,USA,KYU,Koyukuk,USA,243,200307,64.73329551,-156.9269953
KYU,Koyukuk,USA,GAL,Galena,USA,243,200307,64.88028912,-157.7008499
NUI,Nuiqsut,USA,SCC,Prudhoe Bay/Deadhorse,USA,513,200307,70.216667,-150.916667
RBY,Ruby,USA,TAL,Tanana,USA,243,200307,64.733333,-155.483333
SCC,Prudhoe Bay/Deadhorse,USA,NUI,Nuiqsut,USA,513,200307,70.333333,-148.333333
TAL,Tanana,USA,RBY,Ruby,USA,243,200307,65.17187339,-152.0787899
BRW,Barrow,USA,NUI,Nuiqsut,USA,513,200307,71.29056968,-156.78858
NUI,Nuiqsut,USA,BRW,Barrow,USA,513,200307,70.216667,-150.916667
RSH,Russian Mission,USA,KLG,Kalskag,USA,243,200307,61.783333,-161.333333
FAI,Fairbanks,USA,TAL,Tanana,USA,243,200307,64.816667,-147.866667
SCC,Prudhoe Bay/Deadhorse,USA,BTI,Barter Island,USA,513,200307,70.333333,-148.333333
TAL,Tanana,USA,FAI,Fairbanks,USA,243,200307,65.17187339,-152.0787899
AIN,Wainwright,USA,PIZ,Point Lay,USA,243,200307,70.63688865,-160.0383041
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,153,200307,68.133333,-151.733333
FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,117,200307,64.816667,-147.866667
GAL,Galena,USA,HSL,Huslia,USA,513,200307,64.73329551,-156.9269953
GAL,Galena,USA,NUL,Nulato,USA,589,200307,64.73329551,-156.9269953
HSL,Huslia,USA,GAL,Galena,USA,513,200307,65.7,-156.416667
KAL,Kaltag,USA,NUL,Nulato,USA,513,200307,64.32719627,-158.7218986
AIN,Wainwright,USA,ATK,Atqasuk,USA,243,200307,70.63688865,-160.0383041
ATK,Atqasuk,USA,BRW,Barrow,USA,243,200307,70.4693795,-157.395778
PIZ,Point Lay,USA,BRW,Barrow,USA,243,200307,69.733333,-163.016667
KLG,Kalskag,USA,BET,Bethel,USA,243,200307,61.533333,-160.366667
ANV,Anvik,USA,KGX,Grayling,USA,522,200307,62.65,-160.216667
HCR,Holy Cross,USA,ANI,Aniak,USA,279,200307,62.15,-159.783333
KGX,Grayling,USA,ANV,Anvik,USA,279,200307,62.666667,-160.008333
ANC,Anchorage,USA,FAI,Fairbanks,USA,2717,200307,61.174444,-149.996389
FAI,Fairbanks,USA,AET,Allakaket,USA,126,200307,64.816667,-147.866667
FAI,Fairbanks,USA,ANC,Anchorage,USA,2717,200307,64.816667,-147.866667
KGX,Grayling,USA,SHX,Shageluk,USA,522,200307,62.666667,-160.008333
ANC,Anchorage,USA,BET,Bethel,USA,589,200307,61.174444,-149.996389
BET,Bethel,USA,ANC,Anchorage,USA,1102,200307,60.783333,-161.833333
BET,Bethel,USA,ANI,Aniak,USA,243,200307,60.783333,-161.833333
FAI,Fairbanks,USA,GAL,Galena,USA,1102,200307,64.816667,-147.866667
GAL,Galena,USA,FAI,Fairbanks,USA,1102,200307,64.73329551,-156.9269953
GAL,Galena,USA,KAL,Kaltag,USA,513,200307,64.73329551,-156.9269953
KAL,Kaltag,USA,GAL,Galena,USA,589,200307,64.32719627,-158.7218986
BRW,Barrow,USA,AIN,Wainwright,USA,729,200307,71.29056968,-156.78858
GAL,Galena,USA,RBY,Ruby,USA,243,200307,64.73329551,-156.9269953
KLG,Kalskag,USA,ANI,Aniak,USA,243,200307,61.533333,-160.366667
KYU,Koyukuk,USA,NUL,Nulato,USA,243,200307,64.88028912,-157.7008499
NUL,Nulato,USA,KAL,Kaltag,USA,243,200307,64.733333,-158.1
NUL,Nulato,USA,KYU,Koyukuk,USA,243,200307,64.733333,-158.1
ANV,Anvik,USA,HCR,Holy Cross,USA,279,200307,62.65,-160.216667
HCR,Holy Cross,USA,ANV,Anvik,USA,522,200307,62.15,-159.783333
NUL,Nulato,USA,GAL,Galena,USA,513,200307,64.733333,-158.1
NUL,Nulato,USA,KAL,Kaltag,USA,589,200307,64.733333,-158.1
SHX,Shageluk,USA,KGX,Grayling,USA,279,200307,62.633333,-159.583333
RBY,Ruby,USA,GAL,Galena,USA,243,200307,64.733333,-155.483333
ESD,Eastsound,USA,LPS,Lopez Island,USA,744,200307,48.716667,-122.816667
LPS,Lopez Island,USA,ESD,Eastsound,USA,744,200307,48.483333,-122.936111
FRD,Friday Harbor,USA,LPS,Lopez Island,USA,744,200307,48.521944,-123.024444
LPS,Lopez Island,USA,FRD,Friday Harbor,USA,744,200307,48.483333,-122.936111
BFI,Seattle,USA,FRD,Friday Harbor,USA,992,200307,47.53,-122.301944
FRD,Friday Harbor,USA,BFI,Seattle,USA,992,200307,48.521944,-123.024444
FLL,Fort Lauderdale,USA,ELH,North Eleuthera,Bahamas,279,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,MHH,Marsh Harbour,Bahamas,558,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,TCB,Treasure Cay,Bahamas,558,200307,26.0725,-80.152778
SZX,Shenzhen,China,XZM,Macao,Macao (sar) China,1488,200307,22.55237051,114.1221231
KTB,Thorne Bay,USA,KTN,Ketchikan,USA,434,200307,55.7,-132.5
KTN,Ketchikan,USA,KTB,Thorne Bay,USA,434,200307,55.333333,-131.65
HYL,Hollis,USA,KLW,Klawock,USA,434,200307,#N/A,#N/A
KLW,Klawock,USA,HYL,Hollis,USA,434,200307,55.55,-133.1
HYL,Hollis,USA,KTN,Ketchikan,USA,434,200307,#N/A,#N/A
KTN,Ketchikan,USA,HYL,Hollis,USA,434,200307,55.333333,-131.65
CGA,Craig,USA,KLW,Klawock,USA,434,200307,40.51728009,-107.5503968
KLW,Klawock,USA,CGA,Craig,USA,434,200307,55.55,-133.1
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,112,200307,68.133333,-151.733333
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,184,200307,66.56468243,-145.2737789
KYU,Koyukuk,USA,HSL,Huslia,USA,184,200307,64.88028912,-157.7008499
RBY,Ruby,USA,KAL,Kaltag,USA,368,200307,64.733333,-155.483333
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,112,200307,66.916667,-151.516667
FAI,Fairbanks,USA,LMA,Lake Minchumina,USA,184,200307,64.816667,-147.866667
GAL,Galena,USA,RBY,Ruby,USA,184,200307,64.73329551,-156.9269953
HUS,Hughes,USA,HSL,Huslia,USA,184,200307,66.04918418,-154.2549878
FAI,Fairbanks,USA,HUS,Hughes,USA,184,200307,64.816667,-147.866667
HSL,Huslia,USA,FAI,Fairbanks,USA,368,200307,65.7,-156.416667
KAL,Kaltag,USA,NUL,Nulato,USA,368,200307,64.32719627,-158.7218986
WBQ,Beaver,USA,VEE,Venetie,USA,184,200307,66.35,-147.4
TAL,Tanana,USA,RBY,Ruby,USA,184,200307,65.17187339,-152.0787899
NUL,Nulato,USA,KYU,Koyukuk,USA,368,200307,64.733333,-158.1
FAI,Fairbanks,USA,BTT,Bettles,USA,112,200307,64.816667,-147.866667
FAI,Fairbanks,USA,TAL,Tanana,USA,184,200307,64.816667,-147.866667
VEE,Venetie,USA,FYU,Fort Yukon,USA,184,200307,67.016667,-146.416667
EAA,Eagle,USA,FAI,Fairbanks,USA,400,200307,64.78799501,-141.1999966
FAI,Fairbanks,USA,EAA,Eagle,USA,400,200307,64.816667,-147.866667
FAI,Fairbanks,USA,WBQ,Beaver,USA,184,200307,64.816667,-147.866667
KYU,Koyukuk,USA,GAL,Galena,USA,184,200307,64.88028912,-157.7008499
LMA,Lake Minchumina,USA,FAI,Fairbanks,USA,184,200307,63.88283063,-152.3121865
FLL,Fort Lauderdale,USA,MIA,Miami,USA,95,200307,26.0725,-80.152778
IOM,Isle of Man,United Kingdom,DUB,Dublin,Ireland Republic of,1254,200307,54.083333,-4.623889
EMA,Nottingham,United Kingdom,IOM,Isle of Man,United Kingdom,513,200307,52.831111,-1.328056
IOM,Isle of Man,United Kingdom,EMA,Nottingham,United Kingdom,513,200307,54.083333,-4.623889
EDI,Edinburgh,United Kingdom,IOM,Isle of Man,United Kingdom,1026,200307,55.94832786,-3.219090618
IOM,Isle of Man,United Kingdom,EDI,Edinburgh,United Kingdom,1026,200307,54.083333,-4.623889
IOM,Isle of Man,United Kingdom,LPL,Liverpool,United Kingdom,3154,200307,54.083333,-4.623889
LPL,Liverpool,United Kingdom,IOM,Isle of Man,United Kingdom,3154,200307,53.41600181,-2.917997886
BET,Bethel,USA,HPB,Hooper Bay,USA,140,200307,60.783333,-161.833333
BET,Bethel,USA,WTL,Tuntutuliak,USA,140,200307,60.783333,-161.833333
GAM,Gambell,USA,WAA,Wales,USA,270,200307,63.77971031,-171.7310787
WAA,Wales,USA,GAM,Gambell,USA,270,200307,65.60959861,-168.0875027
BET,Bethel,USA,EEK,Eek,USA,130,200307,60.783333,-161.833333
KPN,Kipnuk,USA,CYF,Chefornak,USA,140,200307,59.933333,-164.033333
OME,Nome,USA,SVA,Savoonga,USA,410,200307,64.50610008,-165.4063744
SVA,Savoonga,USA,OME,Nome,USA,270,200307,62.7,-170.466667
WWT,Newtok,USA,NME,Nightmute,USA,130,200307,60.933333,-164.633333
ELI,Elim,USA,OME,Nome,USA,410,200307,64.616667,-162.266667
OME,Nome,USA,WMO,White Mountain,USA,410,200307,64.50610008,-165.4063744
CYF,Chefornak,USA,BET,Bethel,USA,140,200307,60.2,-164.183333
GNU,Goodnews Bay,USA,PTU,Platinum,USA,130,200307,59.12099265,-161.5871302
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,140,200307,59.966667,-162.75
VAK,Chevak,USA,BET,Bethel,USA,140,200307,61.528611,-165.590278
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,140,200307,60,-162
GAM,Gambell,USA,OME,Nome,USA,140,200307,63.77971031,-171.7310787
GAM,Gambell,USA,SVA,Savoonga,USA,270,200307,63.77971031,-171.7310787
KWN,Quinhagak,USA,GNU,Goodnews Bay,USA,130,200307,59.74923281,-161.9157864
SVA,Savoonga,USA,GAM,Gambell,USA,410,200307,62.7,-170.466667
WAA,Wales,USA,OME,Nome,USA,130,200307,65.60959861,-168.0875027
OOK,Toksook Bay,USA,TNK,Tununak,USA,130,200307,60.5,-165.1
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,140,200307,61.53108787,-166.0965648
OME,Nome,USA,TLA,Teller,USA,400,200307,64.50610008,-165.4063744
TLA,Teller,USA,KTS,Teller Mission,USA,670,200307,65.26359906,-166.3607864
TNK,Tununak,USA,BET,Bethel,USA,130,200307,60.58548667,-165.2557892
NME,Nightmute,USA,OOK,Toksook Bay,USA,130,200307,60.483333,-164
OME,Nome,USA,SHH,Shishmaref,USA,270,200307,64.50610008,-165.4063744
SCM,Scammon Bay,USA,VAK,Chevak,USA,140,200307,61.866667,-165.583333
SHH,Shishmaref,USA,OME,Nome,USA,270,200307,66.25697512,-166.0718893
KWK,Kwigillingok,USA,KPN,Kipnuk,USA,140,200307,59.816667,-163.15
SHH,Shishmaref,USA,WAA,Wales,USA,400,200307,66.25697512,-166.0718893
WAA,Wales,USA,SHH,Shishmaref,USA,270,200307,65.60959861,-168.0875027
KTS,Teller Mission,USA,OME,Nome,USA,270,200307,65.333333,-166.483333
KTS,Teller Mission,USA,SHH,Shishmaref,USA,130,200307,65.333333,-166.483333
KTS,Teller Mission,USA,WMO,White Mountain,USA,270,200307,65.333333,-166.483333
EEK,Eek,USA,KWN,Quinhagak,USA,130,200307,60.216667,-162.016667
DIO,Diomede Island,USA,OME,Nome,USA,270,200307,65.75,-168.95
OME,Nome,USA,DIO,Diomede Island,USA,270,200307,64.50610008,-165.4063744
BET,Bethel,USA,WWT,Newtok,USA,130,200307,60.783333,-161.833333
GLV,Golovin,USA,ELI,Elim,USA,680,200307,64.55,-163.016667
PTU,Platinum,USA,BET,Bethel,USA,130,200307,59.016667,-161.816667
WMO,White Mountain,USA,GLV,Golovin,USA,680,200307,64.683333,-163.4
ELI,Elim,USA,TLA,Teller,USA,270,200307,64.616667,-162.266667
FAI,Fairbanks,USA,TAL,Tanana,USA,92,200307,64.816667,-147.866667
MOU,Mountain Village,USA,PQS,Pilot Station,USA,108,200307,62.08552431,-163.729009
RDV,Red Devil,USA,CKD,Crooked Creek,USA,52,200307,61.76099632,-157.3125273
SHG,Shungnak,USA,OBU,Kobuk,USA,56,200307,66.883333,-157.05
EMK,Emmonak,USA,AUK,Alakanuk,USA,92,200307,62.77698081,-164.5229916
FYU,Fort Yukon,USA,CIK,Chalkyitsik,USA,52,200307,66.56468243,-145.2737789
HCR,Holy Cross,USA,ANV,Anvik,USA,108,200307,62.15,-159.783333
SLQ,Sleetmute,USA,RDV,Red Devil,USA,52,200307,61.7,-157.116667
TNK,Tununak,USA,OOK,Toksook Bay,USA,56,200307,60.58548667,-165.2557892
KVL,Kivalina,USA,WTK,Noatak,USA,52,200307,67.73149224,-164.4859034
LMA,Lake Minchumina,USA,MCG,Mcgrath,USA,32,200307,63.88283063,-152.3121865
MCG,Mcgrath,USA,LMA,Lake Minchumina,USA,32,200307,62.966667,-155.633333
TCT,Takotna,USA,TLJ,Tatalina,USA,52,200307,65.983333,-70
CIK,Chalkyitsik,USA,ARC,Arctic Village,USA,52,200307,66.65,-143.75
KLG,Kalskag,USA,RSH,Russian Mission,USA,108,200307,61.533333,-160.366667
OTZ,Kotzebue,USA,KVL,Kivalina,USA,52,200307,66.89869305,-162.5965975
WTL,Tuntutuliak,USA,BET,Bethel,USA,92,200307,60,-162
SMK,St Michael,USA,WBB,Stebbins,USA,52,200307,63.483333,-162.016667
TAL,Tanana,USA,FAI,Fairbanks,USA,92,200307,65.17187339,-152.0787899
VAK,Chevak,USA,BET,Bethel,USA,92,200307,61.528611,-165.590278
AET,Allakaket,USA,FAI,Fairbanks,USA,56,200307,66.56548342,-152.6454995
MLL,Marshall,USA,BET,Bethel,USA,56,200307,61.883333,-162.066667
OBU,Kobuk,USA,OTZ,Kotzebue,USA,56,200307,66.9072455,-156.8809774
SXP,Sheldon Point,USA,EMK,Emmonak,USA,92,200307,62.533333,-164.833333
BET,Bethel,USA,CYF,Chefornak,USA,92,200307,60.783333,-161.833333
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,52,200307,63.87342552,-160.7880516
ANI,Aniak,USA,KLG,Kalskag,USA,216,200307,61.5787077,-159.5221857
ANI,Aniak,USA,SLQ,Sleetmute,USA,52,200307,61.5787077,-159.5221857
FAI,Fairbanks,USA,MLY,Manley Hot Springs,USA,52,200307,64.816667,-147.866667
KKH,Kongiganak,USA,WTL,Tuntutuliak,USA,92,200307,59.966667,-162.75
MLY,Manley Hot Springs,USA,MNT,Minto,USA,52,200307,65,-150.633333
NUL,Nulato,USA,KAL,Kaltag,USA,92,200307,64.733333,-158.1
ARC,Arctic Village,USA,VEE,Venetie,USA,52,200307,68.116667,-145.583333
ATT,Atmautluak,USA,MLL,Marshall,USA,56,200307,61,-162.75
OOK,Toksook Bay,USA,NME,Nightmute,USA,56,200307,60.5,-165.1
PQS,Pilot Station,USA,KSM,St Marys,USA,108,200307,61.933333,-162.883333
RBY,Ruby,USA,TAL,Tanana,USA,92,200307,64.733333,-155.483333
BET,Bethel,USA,ATT,Atmautluak,USA,56,200307,60.783333,-161.833333
ABL,Ambler,USA,SHG,Shungnak,USA,56,200307,67.08648521,-157.8514091
CHU,Chuathbaluk,USA,ANI,Aniak,USA,52,200307,61.666667,-159.25
KWK,Kwigillingok,USA,KKH,Kongiganak,USA,92,200307,59.816667,-163.15
MNT,Minto,USA,FAI,Fairbanks,USA,52,200307,64.9,-149.166667
SCM,Scammon Bay,USA,HPB,Hooper Bay,USA,92,200307,61.866667,-165.583333
BET,Bethel,USA,WWT,Newtok,USA,56,200307,60.783333,-161.833333
KSM,St Marys,USA,MOU,Mountain Village,USA,108,200307,62.05,-163.183333
KYU,Koyukuk,USA,NUL,Nulato,USA,92,200307,64.88028912,-157.7008499
OTZ,Kotzebue,USA,IAN,Kiana,USA,52,200307,66.89869305,-162.5965975
FAI,Fairbanks,USA,BTT,Bettles,USA,56,200307,64.816667,-147.866667
HPB,Hooper Bay,USA,VAK,Chevak,USA,92,200307,61.53108787,-166.0965648
OTZ,Kotzebue,USA,PHO,Point Hope,USA,56,200307,66.89869305,-162.5965975
OTZ,Kotzebue,USA,WLK,Selawik,USA,56,200307,66.89869305,-162.5965975
PHO,Point Hope,USA,OTZ,Kotzebue,USA,56,200307,68.34772605,-166.8080201
VEE,Venetie,USA,WBQ,Beaver,USA,52,200307,67.016667,-146.416667
BET,Bethel,USA,SCM,Scammon Bay,USA,92,200307,60.783333,-161.833333
BKC,Buckland,USA,DRG,Deering,USA,56,200307,65.983333,-161.166667
CKD,Crooked Creek,USA,CHU,Chuathbaluk,USA,52,200307,61.866667,-158.133333
GAL,Galena,USA,RBY,Ruby,USA,148,200307,64.73329551,-156.9269953
RBY,Ruby,USA,GAL,Galena,USA,148,200307,64.733333,-155.483333
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,56,200307,66.916667,-151.516667
CYF,Chefornak,USA,KPN,Kipnuk,USA,92,200307,60.2,-164.183333
GAL,Galena,USA,KYU,Koyukuk,USA,92,200307,64.73329551,-156.9269953
LVD,Lime Village,USA,MCG,Mcgrath,USA,20,200307,61.35,-155.466667
MCG,Mcgrath,USA,LVD,Lime Village,USA,20,200307,62.966667,-155.633333
MCG,Mcgrath,USA,TCT,Takotna,USA,52,200307,62.966667,-155.633333
OTZ,Kotzebue,USA,ABL,Ambler,USA,56,200307,66.89869305,-162.5965975
RSH,Russian Mission,USA,ANI,Aniak,USA,108,200307,61.783333,-161.333333
WBQ,Beaver,USA,FAI,Fairbanks,USA,52,200307,66.35,-147.4
WLK,Selawik,USA,BKC,Buckland,USA,56,200307,66.60387901,-160.0093911
AUK,Alakanuk,USA,SXP,Sheldon Point,USA,92,200307,62.683333,-164.633333
EMK,Emmonak,USA,KOT,Kotlik,USA,92,200307,62.77698081,-164.5229916
KOT,Kotlik,USA,EMK,Emmonak,USA,92,200307,63.033333,-163.533333
KKA,Koyuk,USA,GAL,Galena,USA,52,200307,64.94026874,-161.1574717
UNK,Unalakleet,USA,SMK,St Michael,USA,52,200307,63.87342552,-160.7880516
WBB,Stebbins,USA,UNK,Unalakleet,USA,52,200307,63.5,-162.266667
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,52,200307,64.816667,-147.866667
FAI,Fairbanks,USA,RBY,Ruby,USA,56,200307,64.816667,-147.866667
GAL,Galena,USA,HSL,Huslia,USA,56,200307,64.73329551,-156.9269953
KPN,Kipnuk,USA,KWK,Kwigillingok,USA,92,200307,59.933333,-164.033333
RBY,Ruby,USA,FAI,Fairbanks,USA,56,200307,64.733333,-155.483333
WTK,Noatak,USA,OTZ,Kotzebue,USA,52,200307,67.583333,-163
TAL,Tanana,USA,RBY,Ruby,USA,92,200307,65.17187339,-152.0787899
FAI,Fairbanks,USA,LMA,Lake Minchumina,USA,52,200307,64.816667,-147.866667
KGX,Grayling,USA,SHX,Shageluk,USA,108,200307,62.666667,-160.008333
LMA,Lake Minchumina,USA,FAI,Fairbanks,USA,52,200307,63.88283063,-152.3121865
MCG,Mcgrath,USA,NIB,Nikolai,USA,108,200307,62.966667,-155.633333
NIB,Nikolai,USA,MCG,Mcgrath,USA,108,200307,63.016667,-154.383333
SHX,Shageluk,USA,ANI,Aniak,USA,108,200307,62.633333,-159.583333
SKK,Shaktoolik,USA,KKA,Koyuk,USA,52,200307,64.383333,-161.1
TLJ,Tatalina,USA,MCG,Mcgrath,USA,52,200307,62.9,-156
AKP,Anaktuvuk Pass,USA,AET,Allakaket,USA,56,200307,68.133333,-151.733333
ANV,Anvik,USA,KGX,Grayling,USA,108,200307,62.65,-160.216667
DRG,Deering,USA,OTZ,Kotzebue,USA,56,200307,66.083333,-162.766667
IAN,Kiana,USA,ORV,Noorvik,USA,52,200307,66.983333,-160.416667
ANI,Aniak,USA,HCR,Holy Cross,USA,108,200307,61.5787077,-159.5221857
HCR,Holy Cross,USA,ANI,Aniak,USA,108,200307,62.15,-159.783333
KLG,Kalskag,USA,HCR,Holy Cross,USA,108,200307,61.533333,-160.366667
NME,Nightmute,USA,BET,Bethel,USA,56,200307,60.483333,-164
ORV,Noorvik,USA,OTZ,Kotzebue,USA,52,200307,66.833333,-161.033333
WWT,Newtok,USA,TNK,Tununak,USA,56,200307,60.933333,-164.633333
PEK,Beijing,China,ALA,Almaty,Kazakhstan,1224,200307,40.063333,116.584444
MIA,Miami,USA,SDQ,Santo Domingo (DO),Dominican Republic,2990,200307,25.783333,-80.266667
FAI,Fairbanks,USA,YDA,Dawson City,Canada,560,200307,64.816667,-147.866667
JNU,Juneau,USA,YXY,Whitehorse,Canada,156,200307,58.31412661,-134.419997
DFW,Dallas/Fort Worth,USA,RTB,Roatan,Honduras,488,200307,32.896944,-97.038056
MIA,Miami,USA,SAP,San Pedro Sula,Honduras,3294,200307,25.783333,-80.266667
MIA,Miami,USA,SAL,San Salvador (SV),El Salvador,3510,200307,25.783333,-80.266667
MIA,Miami,USA,MGA,Managua,Nicaragua,3294,200307,25.783333,-80.266667
MIA,Miami,USA,MGA,Managua,Nicaragua,520,200307,25.783333,-80.266667
EDI,Edinburgh,United Kingdom,CGN,Cologne/Bonn,Germany,3844,200307,55.94832786,-3.219090618
STN,London (GB),United Kingdom,CGN,Cologne/Bonn,Germany,1240,200307,51.883333,0.233333
STN,London (GB),United Kingdom,CGN,Cologne/Bonn,Germany,7800,200307,51.883333,0.233333
AET,Allakaket,USA,UTO,Utopia Creek,USA,45,200307,66.56548342,-152.6454995
FAI,Fairbanks,USA,SVS,Stevens Village,USA,115,200307,64.816667,-147.866667
SVS,Stevens Village,USA,FAI,Fairbanks,USA,115,200307,66.033333,-149.1
CHP,Circle Hot Springs,USA,CEM,Central,USA,243,200307,65.466667,-144.583333
FAI,Fairbanks,USA,RMP,Rampart,USA,279,200307,64.816667,-147.866667
HSL,Huslia,USA,HUS,Hughes,USA,243,200307,65.7,-156.416667
HUS,Hughes,USA,HSL,Huslia,USA,279,200307,66.04918418,-154.2549878
CEM,Central,USA,IRC,Circle,USA,243,200307,65.566667,-144.783333
FAI,Fairbanks,USA,HSL,Huslia,USA,243,200307,64.816667,-147.866667
HSL,Huslia,USA,FAI,Fairbanks,USA,279,200307,65.7,-156.416667
VEE,Venetie,USA,WBQ,Beaver,USA,243,200307,67.016667,-146.416667
FAI,Fairbanks,USA,HUS,Hughes,USA,477,200307,64.816667,-147.866667
GAL,Galena,USA,KAL,Kaltag,USA,279,200307,64.73329551,-156.9269953
HUS,Hughes,USA,FAI,Fairbanks,USA,243,200307,66.04918418,-154.2549878
KAL,Kaltag,USA,GAL,Galena,USA,243,200307,64.32719627,-158.7218986
AET,Allakaket,USA,BTT,Bettles,USA,243,200307,66.56548342,-152.6454995
CIK,Chalkyitsik,USA,FYU,Fort Yukon,USA,279,200307,66.65,-143.75
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,1080,200307,64.816667,-147.866667
AET,Allakaket,USA,FAI,Fairbanks,USA,198,200307,66.56548342,-152.6454995
FAI,Fairbanks,USA,AET,Allakaket,USA,288,200307,64.816667,-147.866667
RMP,Rampart,USA,TAL,Tanana,USA,279,200307,65.5,-150.15
ABL,Ambler,USA,OBU,Kobuk,USA,279,200307,67.08648521,-157.8514091
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,992,200307,64.816667,-147.866667
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,992,200307,66.56468243,-145.2737789
OBU,Kobuk,USA,FAI,Fairbanks,USA,279,200307,66.9072455,-156.8809774
FAI,Fairbanks,USA,WBQ,Beaver,USA,135,200307,64.816667,-147.866667
GAL,Galena,USA,NUL,Nulato,USA,243,200307,64.73329551,-156.9269953
HUS,Hughes,USA,AET,Allakaket,USA,198,200307,66.04918418,-154.2549878
IRC,Circle,USA,FAI,Fairbanks,USA,243,200307,65.82589032,-144.0605197
BTT,Bettles,USA,FAI,Fairbanks,USA,486,200307,66.916667,-151.516667
FAI,Fairbanks,USA,BTT,Bettles,USA,279,200307,64.816667,-147.866667
FYU,Fort Yukon,USA,CIK,Chalkyitsik,USA,279,200307,66.56468243,-145.2737789
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,1080,200307,66.56468243,-145.2737789
FAI,Fairbanks,USA,CHP,Circle Hot Springs,USA,243,200307,64.816667,-147.866667
AKP,Anaktuvuk Pass,USA,BTT,Bettles,USA,243,200307,68.133333,-151.733333
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,279,200307,66.916667,-151.516667
FAI,Fairbanks,USA,GAL,Galena,USA,729,200307,64.816667,-147.866667
FAI,Fairbanks,USA,VEE,Venetie,USA,243,200307,64.816667,-147.866667
GAL,Galena,USA,FAI,Fairbanks,USA,729,200307,64.73329551,-156.9269953
SHG,Shungnak,USA,ABL,Ambler,USA,279,200307,66.883333,-157.05
UTO,Utopia Creek,USA,FAI,Fairbanks,USA,45,200307,65.983333,-153.683333
WBQ,Beaver,USA,VEE,Venetie,USA,135,200307,66.35,-147.4
NUL,Nulato,USA,GAL,Galena,USA,279,200307,64.733333,-158.1
KAL,Kaltag,USA,NUL,Nulato,USA,279,200307,64.32719627,-158.7218986
NUL,Nulato,USA,KAL,Kaltag,USA,243,200307,64.733333,-158.1
WBQ,Beaver,USA,FAI,Fairbanks,USA,243,200307,66.35,-147.4
